ccode1,abbrev1,ccode2,abbrev2,dipcon1970,dipcon1975,dipcon1980,dipcon1985,dipcon1990,dipcon1995,dipcon2000,dipcon2005,dipcon2010
2,USA,20,CAN,1,1,1,1,1,1,1,1,1
2,USA,31,BHM,,0,1,1,1,1,1,1,1
2,USA,40,CUB,0,0,0,0,0,0,0,1,1
2,USA,41,HAI,0,1,1,1,1,0,0,1,1
2,USA,42,DOM,1,1,1,1,1,1,1,1,1
2,USA,51,JAM,1,1,1,1,1,1,1,1,1
2,USA,52,TRI,1,1,1,1,1,1,1,1,1
2,USA,53,BAR,1,1,1,1,1,0,0,1,1
2,USA,54,DMA,,,0,0,0,0,0,0,0
2,USA,55,GRN,,0,0,1,1,0,0,1,0
2,USA,56,SLU,,,0,0,0,0,0,0,0
2,USA,57,SVG,,,0,0,0,0,0,0,0
2,USA,58,AAB,,,,0,0,0,0,0,0
2,USA,60,SKN,,,,0,0,0,0,0,0
2,USA,70,MEX,1,1,1,1,1,1,1,1,1
2,USA,80,BLZ,,,,1,1,1,1,1,1
2,USA,90,GUA,1,1,1,1,1,1,1,1,1
2,USA,91,HON,1,1,1,0,1,1,1,1,1
2,USA,92,SAL,0,1,1,1,1,1,1,1,0
2,USA,93,NIC,1,1,1,1,0,1,1,0,1
2,USA,94,COS,1,1,1,1,1,1,1,1,1
2,USA,95,PAN,1,1,1,1,1,1,1,1,1
2,USA,100,COL,1,1,1,0,1,1,1,1,1
2,USA,101,VEN,1,1,1,1,0,1,1,1,0
2,USA,110,GUY,1,1,1,1,1,1,1,1,0
2,USA,115,SUR,,,1,1,1,1,1,1,1
2,USA,130,ECU,0,1,1,1,1,1,1,1,1
2,USA,135,PER,1,1,1,1,0,1,1,1,1
2,USA,140,BRA,1,1,1,1,1,1,1,1,1
2,USA,145,BOL,1,1,1,1,1,1,1,1,0
2,USA,150,PAR,0,1,1,1,1,0,0,1,1
2,USA,155,CHL,1,1,1,1,1,1,1,1,1
2,USA,160,ARG,1,1,1,1,1,1,1,1,1
2,USA,165,URU,1,1,1,1,1,1,1,1,1
2,USA,200,UKG,0,1,1,1,1,1,1,0,1
2,USA,205,IRE,1,1,1,1,1,1,1,1,1
2,USA,210,NTH,1,1,1,1,1,1,1,1,0
2,USA,211,BEL,1,1,1,1,1,1,1,1,1
2,USA,212,LUX,1,1,1,1,1,1,1,1,0
2,USA,220,FRN,1,1,1,1,1,1,1,1,1
2,USA,225,SWZ,1,1,1,1,1,1,1,1,1
2,USA,230,SPN,1,0,1,1,1,1,1,1,1
2,USA,235,POR,1,1,1,1,1,1,1,1,1
2,USA,255,GMY,,,,,,1,1,1,1
2,USA,260,GFR,1,0,1,1,1,,,,
2,USA,265,GDR,0,1,1,1,1,,,,
2,USA,290,POL,1,1,1,0,1,1,1,1,1
2,USA,305,AUS,1,1,1,1,0,1,1,1,1
2,USA,310,HUN,1,1,1,1,0,1,1,1,1
2,USA,315,CZE,1,1,0,1,1,,,,
2,USA,316,CZR,,,,,,1,1,1,1
2,USA,317,SLO,,,,,,0,0,0,1
2,USA,325,ITA,1,1,1,1,1,1,1,1,1
2,USA,338,MLT,1,1,1,1,1,1,1,1,0
2,USA,339,ALB,0,0,0,0,0,1,1,1,1
2,USA,341,MNG,,,,,,,,,1
2,USA,343,MAC,,,,,,1,1,0,1
2,USA,344,CRO,,,,,,1,1,1,1
2,USA,345,YUG,1,1,1,1,1,0,0,1,1
2,USA,346,BOS,,,,,,1,1,1,1
2,USA,347,KOS,,,,,,,,,1
2,USA,349,SLV,,,,,,1,1,1,1
2,USA,350,GRC,1,1,1,1,1,1,1,1,1
2,USA,352,CYP,1,1,1,1,0,1,1,1,0
2,USA,355,BUL,1,1,1,1,1,1,1,1,1
2,USA,359,MLD,,,,,,1,1,1,1
2,USA,360,ROM,1,1,1,1,1,1,1,1,1
2,USA,365,RUS,0,1,1,1,1,1,1,1,1
2,USA,366,EST,,,,,,0,0,1,1
2,USA,367,LAT,,,,,,1,1,1,1
2,USA,368,LIT,,,,,,1,1,1,1
2,USA,369,UKR,,,,,,1,1,1,1
2,USA,370,BLR,,,,,,1,1,1,0
2,USA,371,ARM,,,,,,1,1,1,1
2,USA,372,GRG,,,,,,1,1,1,1
2,USA,373,AZE,,,,,,1,1,1,0
2,USA,375,FIN,1,1,1,1,1,1,1,1,1
2,USA,380,SWD,1,1,1,1,1,1,1,1,1
2,USA,385,NOR,1,1,1,1,1,1,1,1,1
2,USA,390,DEN,1,1,1,1,1,1,1,1,1
2,USA,395,ICE,1,1,1,1,1,1,1,1,1
2,USA,402,CAP,,,0,1,1,1,1,1,1
2,USA,403,STP,,,0,0,0,0,0,0,0
2,USA,404,GNB,,0,1,1,1,1,1,0,0
2,USA,411,EQG,0,0,0,1,1,0,0,0,1
2,USA,420,GAM,0,1,0,1,0,1,1,1,1
2,USA,432,MLI,1,1,1,1,1,1,1,0,1
2,USA,433,SEN,0,0,1,1,1,1,1,1,1
2,USA,434,BEN,1,1,1,1,1,1,1,1,1
2,USA,435,MAA,1,0,1,1,1,1,1,1,1
2,USA,436,NIR,1,1,1,1,1,1,1,1,1
2,USA,437,CDI,1,1,1,1,1,1,1,1,1
2,USA,438,GUI,1,1,1,1,1,1,1,1,1
2,USA,439,BFO,1,1,1,1,1,1,1,1,1
2,USA,450,LBR,0,1,1,1,1,1,1,1,1
2,USA,451,SIE,1,1,1,1,1,1,1,1,1
2,USA,452,GHA,1,1,1,1,1,1,1,1,1
2,USA,461,TOG,1,1,1,1,1,1,1,1,1
2,USA,471,CAO,1,1,1,1,1,1,1,1,1
2,USA,475,NIG,1,1,1,1,1,1,1,1,1
2,USA,481,GAB,1,1,1,1,1,1,1,1,1
2,USA,482,CEN,1,1,1,1,1,1,1,0,1
2,USA,483,CHA,1,1,1,1,1,1,1,1,1
2,USA,484,CON,0,0,0,1,1,1,1,0,1
2,USA,490,DRC,1,1,1,1,1,1,1,1,1
2,USA,500,UGA,1,0,0,1,1,1,1,1,1
2,USA,501,KEN,1,1,1,1,1,1,1,1,1
2,USA,510,TAZ,1,1,1,1,1,1,1,0,1
2,USA,516,BUI,1,1,1,1,1,1,1,1,1
2,USA,517,RWA,1,1,1,1,1,1,1,0,1
2,USA,520,SOM,1,0,1,1,0,0,0,0,0
2,USA,522,DJI,,,1,1,1,1,1,1,1
2,USA,530,ETH,1,1,0,0,0,1,1,1,1
2,USA,531,ERI,,,,,,1,1,1,0
2,USA,540,ANG,,0,0,0,0,1,1,1,1
2,USA,541,MZM,,0,1,1,1,1,1,1,1
2,USA,551,ZAM,1,1,1,1,1,1,1,1,1
2,USA,552,ZIM,,0,1,1,1,1,1,1,1
2,USA,553,MAW,1,1,1,1,1,1,1,0,1
2,USA,560,SAF,1,1,1,1,1,1,1,1,1
2,USA,565,NAM,,,,0,0,1,1,1,1
2,USA,570,LES,0,0,0,1,1,1,1,1,1
2,USA,571,BOT,0,1,1,1,1,1,1,1,1
2,USA,572,SWA,0,1,1,0,0,1,1,1,1
2,USA,580,MAG,1,1,1,1,1,1,1,1,0
2,USA,581,COM,,0,0,0,0,0,0,0,0
2,USA,590,MAS,0,0,1,1,1,1,1,1,0
2,USA,591,SEY,,,0,1,1,0,0,0,0
2,USA,600,MOR,0,1,1,1,1,1,1,1,1
2,USA,615,ALG,0,0,1,1,1,1,1,1,1
2,USA,616,TUN,1,1,1,1,1,1,1,1,1
2,USA,620,LIB,1,0,0,0,0,0,0,0,1
2,USA,625,SUD,0,0,1,1,1,0,0,0,0
2,USA,630,IRN,1,1,0,0,0,0,0,0,0
2,USA,640,TUR,1,1,1,1,1,1,1,1,1
2,USA,645,IRQ,0,1,0,0,1,0,0,1,1
2,USA,651,EGY,0,1,1,1,1,1,1,1,1
2,USA,652,SYR,0,1,1,1,1,1,1,1,0
2,USA,660,LEB,1,1,1,1,1,1,1,1,1
2,USA,663,JOR,0,1,1,1,1,1,1,1,1
2,USA,666,ISR,1,1,1,1,1,1,1,1,1
2,USA,670,SAU,1,1,1,1,1,1,1,1,1
2,USA,678,YAR,0,1,1,1,1,,,,
2,USA,679,YEM,,,,,,1,1,1,1
2,USA,680,YPR,0,0,0,0,0,,,,
2,USA,690,KUW,1,1,1,1,1,1,1,1,1
2,USA,692,BAH,,1,1,1,1,1,1,1,1
2,USA,694,QAT,,0,1,1,1,1,1,1,1
2,USA,696,UAE,,1,1,1,1,1,1,1,1
2,USA,698,OMA,,1,1,1,1,1,1,1,1
2,USA,700,AFG,1,1,1,0,0,0,0,1,1
2,USA,701,TKM,,,,,,1,1,1,1
2,USA,702,TAJ,,,,,,1,1,1,1
2,USA,703,KYR,,,,,,1,1,1,1
2,USA,704,UZB,,,,,,1,1,1,1
2,USA,705,KZK,,,,,,1,1,1,1
2,USA,710,CHN,0,0,1,1,1,1,1,1,1
2,USA,712,MON,0,0,0,0,1,1,1,1,1
2,USA,713,TAW,1,1,0,0,0,0,0,0,0
2,USA,731,PRK,0,0,0,0,0,0,0,0,0
2,USA,732,ROK,1,1,1,1,1,1,1,0,1
2,USA,740,JPN,1,1,1,1,1,1,1,1,1
2,USA,750,IND,1,1,1,1,1,1,1,1,1
2,USA,760,BHU,0,0,0,0,0,0,0,0,0
2,USA,770,PAK,0,1,1,1,1,1,1,1,1
2,USA,771,BNG,,1,1,1,1,1,1,1,1
2,USA,775,MYA,1,1,1,1,1,0,0,0,1
2,USA,780,SRI,1,1,1,1,1,1,1,1,1
2,USA,781,MAD,0,0,0,0,0,0,0,0,0
2,USA,790,NEP,0,1,1,1,1,1,1,1,1
2,USA,800,THI,1,1,1,0,1,1,1,1,1
2,USA,811,CAM,0,1,0,0,0,1,1,1,1
2,USA,812,LAO,1,1,0,0,0,1,1,1,1
2,USA,816,DRV,0,,0,0,0,1,1,1,1
2,USA,817,RVN,1,,,,,,,,
2,USA,820,MAL,1,1,1,1,1,1,1,1,1
2,USA,830,SIN,1,1,1,1,1,1,1,1,1
2,USA,835,BRU,,,0,1,1,1,1,1,1
2,USA,840,PHI,1,1,1,1,1,1,1,1,1
2,USA,850,INS,0,1,1,1,1,1,1,1,1
2,USA,860,ETM,,,,,,,,1,1
2,USA,900,AUL,1,1,1,1,0,1,1,1,1
2,USA,910,PNG,,0,1,1,1,1,1,1,1
2,USA,920,NEW,1,1,1,1,1,1,1,1,1
2,USA,935,VAN,,,,0,0,1,1,0,0
2,USA,940,SOL,,,0,0,0,0,0,0,0
2,USA,946,KIR,,,,,,0,0,0,0
2,USA,947,TUV,,,,,,0,0,0,0
2,USA,950,FIJ,,0,1,1,1,0,0,1,1
2,USA,955,TON,,,,,,0,0,0,0
2,USA,970,NAU,,,,,,0,0,0,0
2,USA,983,MSI,,,,,1,1,1,1,1
2,USA,986,PAL,,,,,,1,1,1,1
2,USA,987,FSM,,,,,0,1,1,1,1
2,USA,990,WSM,0,1,0,0,0,0,0,0,1
20,CAN,2,USA,1,1,1,1,1,1,1,1,1
20,CAN,31,BHM,,0,0,0,0,0,0,0,0
20,CAN,40,CUB,1,1,1,1,1,1,1,1,1
20,CAN,41,HAI,0,0,1,1,1,1,1,1,1
20,CAN,42,DOM,0,0,0,0,0,0,0,1,1
20,CAN,51,JAM,1,1,1,1,1,1,1,1,1
20,CAN,52,TRI,1,1,1,1,1,1,1,1,1
20,CAN,53,BAR,1,0,1,1,1,1,1,1,1
20,CAN,54,DMA,,,0,0,0,0,0,0,0
20,CAN,55,GRN,,0,0,0,0,0,0,0,0
20,CAN,56,SLU,,,0,0,0,0,0,0,0
20,CAN,57,SVG,,,0,0,0,0,0,0,0
20,CAN,58,AAB,,,,0,0,0,0,0,0
20,CAN,60,SKN,,,,0,0,0,0,0,0
20,CAN,70,MEX,1,1,1,1,1,1,1,1,1
20,CAN,80,BLZ,,,,0,0,0,0,0,0
20,CAN,90,GUA,0,1,0,1,1,1,1,1,1
20,CAN,91,HON,1,0,0,0,0,0,0,0,0
20,CAN,92,SAL,0,0,0,0,0,0,0,0,1
20,CAN,93,NIC,0,0,0,0,0,0,0,0,0
20,CAN,94,COS,0,1,1,0,1,1,1,1,1
20,CAN,95,PAN,0,0,0,0,0,0,0,1,1
20,CAN,100,COL,1,1,1,1,1,1,1,1,1
20,CAN,101,VEN,1,1,1,1,1,1,1,1,1
20,CAN,110,GUY,1,1,1,1,1,1,1,1,1
20,CAN,115,SUR,,,0,0,0,0,0,0,0
20,CAN,130,ECU,1,1,0,0,0,1,1,1,1
20,CAN,135,PER,1,1,1,1,1,1,1,1,1
20,CAN,140,BRA,1,1,1,1,1,1,1,1,1
20,CAN,145,BOL,0,0,0,0,0,0,0,0,0
20,CAN,150,PAR,0,0,0,0,0,0,0,0,0
20,CAN,155,CHL,1,1,1,1,1,1,1,1,1
20,CAN,160,ARG,1,1,1,1,1,1,1,1,1
20,CAN,165,URU,1,0,0,0,0,0,0,1,1
20,CAN,200,UKG,1,1,1,1,1,1,1,1,1
20,CAN,205,IRE,1,1,1,1,1,1,1,1,1
20,CAN,210,NTH,1,1,1,1,1,1,1,1,1
20,CAN,211,BEL,1,1,1,1,1,1,1,1,1
20,CAN,212,LUX,0,0,0,0,0,0,0,0,0
20,CAN,220,FRN,1,1,1,1,1,1,1,1,1
20,CAN,225,SWZ,1,1,1,1,1,1,1,1,1
20,CAN,230,SPN,1,1,1,1,1,1,1,1,1
20,CAN,235,POR,1,1,1,1,1,1,1,1,1
20,CAN,255,GMY,,,,,,1,1,1,1
20,CAN,260,GFR,1,1,1,1,1,,,,
20,CAN,265,GDR,0,0,0,0,0,,,,
20,CAN,290,POL,1,1,1,1,1,1,1,1,1
20,CAN,305,AUS,1,1,1,1,1,1,1,1,1
20,CAN,310,HUN,0,0,1,1,1,1,1,1,1
20,CAN,315,CZE,1,1,1,1,1,,,,
20,CAN,316,CZR,,,,,,1,1,1,1
20,CAN,317,SLO,,,,,,0,0,0,0
20,CAN,325,ITA,1,1,1,1,1,1,1,1,1
20,CAN,338,MLT,0,0,0,0,0,0,0,0,0
20,CAN,339,ALB,0,0,0,0,0,0,0,0,0
20,CAN,341,MNG,,,,,,,,,0
20,CAN,343,MAC,,,,,,0,0,0,0
20,CAN,344,CRO,,,,,,1,1,1,1
20,CAN,345,YUG,1,1,1,1,1,1,1,1,1
20,CAN,346,BOS,,,,,,1,1,1,0
20,CAN,347,KOS,,,,,,,,,0
20,CAN,349,SLV,,,,,,0,0,0,0
20,CAN,350,GRC,1,1,1,1,1,1,1,1,1
20,CAN,352,CYP,1,0,0,0,0,0,0,0,0
20,CAN,355,BUL,0,0,0,0,0,0,0,0,0
20,CAN,359,MLD,,,,,,0,0,0,0
20,CAN,360,ROM,0,0,1,1,1,1,1,1,1
20,CAN,365,RUS,1,1,1,1,1,1,1,1,1
20,CAN,366,EST,,,,,,0,0,0,0
20,CAN,367,LAT,,,,,,1,1,1,1
20,CAN,368,LIT,,,,,,0,0,0,0
20,CAN,369,UKR,,,,,,1,1,1,1
20,CAN,370,BLR,,,,,,0,0,0,0
20,CAN,371,ARM,,,,,,0,0,0,0
20,CAN,372,GRG,,,,,,0,0,0,0
20,CAN,373,AZE,,,,,,0,0,0,0
20,CAN,375,FIN,0,1,1,0,1,1,1,1,1
20,CAN,380,SWD,1,1,1,1,1,1,1,1,1
20,CAN,385,NOR,1,1,1,1,1,1,1,1,1
20,CAN,390,DEN,1,1,0,1,1,1,1,1,1
20,CAN,395,ICE,0,0,0,0,0,0,0,1,1
20,CAN,402,CAP,,,0,0,0,0,0,0,0
20,CAN,403,STP,,,0,0,0,0,0,0,0
20,CAN,404,GNB,,0,0,0,0,0,0,0,0
20,CAN,411,EQG,0,0,0,0,0,0,0,0,0
20,CAN,420,GAM,0,0,0,0,0,0,0,0,0
20,CAN,432,MLI,0,0,0,0,0,1,1,1,1
20,CAN,433,SEN,1,1,1,1,1,1,1,1,1
20,CAN,434,BEN,0,0,0,0,0,0,0,0,0
20,CAN,435,MAA,0,0,0,0,0,0,0,0,0
20,CAN,436,NIR,0,0,0,0,0,1,1,0,0
20,CAN,437,CDI,1,1,1,1,1,1,1,1,1
20,CAN,438,GUI,0,0,0,0,1,1,1,1,0
20,CAN,439,BFO,0,0,0,0,0,0,0,1,1
20,CAN,450,LBR,0,0,0,0,0,0,0,0,0
20,CAN,451,SIE,0,0,0,0,0,0,0,0,0
20,CAN,452,GHA,1,1,1,1,1,0,0,1,1
20,CAN,461,TOG,0,0,0,0,0,0,0,0,0
20,CAN,471,CAO,1,0,1,1,1,1,1,1,1
20,CAN,475,NIG,1,1,1,1,1,1,1,1,1
20,CAN,481,GAB,0,0,0,1,1,1,1,1,0
20,CAN,482,CEN,0,0,0,0,0,0,0,0,0
20,CAN,483,CHA,0,0,0,0,0,0,0,0,0
20,CAN,484,CON,0,0,0,0,0,0,0,0,0
20,CAN,490,DRC,1,1,1,1,1,1,1,1,1
20,CAN,500,UGA,0,0,0,0,0,0,0,0,0
20,CAN,501,KEN,1,1,1,1,1,1,1,1,1
20,CAN,510,TAZ,1,1,1,1,1,1,1,1,1
20,CAN,516,BUI,0,0,0,0,0,0,0,0,0
20,CAN,517,RWA,0,0,0,0,0,1,1,1,0
20,CAN,520,SOM,0,0,0,0,0,0,0,0,0
20,CAN,522,DJI,,,0,0,0,0,0,0,0
20,CAN,530,ETH,1,1,1,1,1,1,1,1,1
20,CAN,531,ERI,,,,,,0,0,0,0
20,CAN,540,ANG,,0,0,0,0,0,0,0,0
20,CAN,541,MZM,,0,0,0,0,0,0,0,0
20,CAN,551,ZAM,0,1,1,1,1,1,1,1,1
20,CAN,552,ZIM,,0,0,1,1,1,1,1,1
20,CAN,553,MAW,0,0,0,0,0,0,0,0,0
20,CAN,560,SAF,1,1,1,1,1,1,1,1,1
20,CAN,565,NAM,,,,0,0,0,0,0,0
20,CAN,570,LES,0,0,0,0,0,0,0,0,0
20,CAN,571,BOT,0,0,0,0,0,0,0,0,0
20,CAN,572,SWA,0,0,0,0,0,0,0,0,0
20,CAN,580,MAG,0,0,0,0,0,0,0,0,0
20,CAN,581,COM,,0,0,0,0,0,0,0,0
20,CAN,590,MAS,0,0,0,0,0,0,0,0,0
20,CAN,591,SEY,,,0,0,0,0,0,0,0
20,CAN,600,MOR,0,1,1,1,1,1,1,1,1
20,CAN,615,ALG,0,1,1,1,1,1,1,1,1
20,CAN,616,TUN,0,1,1,1,1,1,1,1,1
20,CAN,620,LIB,0,0,0,0,0,0,0,0,1
20,CAN,625,SUD,0,0,0,0,0,0,0,0,0
20,CAN,630,IRN,1,1,1,0,0,1,1,1,0
20,CAN,640,TUR,1,1,1,1,1,1,1,1,1
20,CAN,645,IRQ,0,0,1,1,1,1,1,0,0
20,CAN,651,EGY,1,1,1,1,1,1,1,1,1
20,CAN,652,SYR,1,0,0,0,1,1,1,1,0
20,CAN,660,LEB,0,1,1,1,0,0,0,1,1
20,CAN,663,JOR,0,0,0,1,1,1,1,1,1
20,CAN,666,ISR,1,1,1,1,1,1,1,1,1
20,CAN,670,SAU,0,1,1,1,1,1,1,1,1
20,CAN,678,YAR,0,0,0,0,0,,,,
20,CAN,679,YEM,,,,,,0,0,0,0
20,CAN,680,YPR,0,0,0,0,0,,,,
20,CAN,690,KUW,0,0,1,1,1,1,1,1,1
20,CAN,692,BAH,,0,0,0,0,0,0,0,0
20,CAN,694,QAT,,0,0,0,0,0,0,0,0
20,CAN,696,UAE,,0,0,0,0,1,1,1,1
20,CAN,698,OMA,,0,0,0,0,0,0,0,0
20,CAN,700,AFG,0,0,0,0,0,0,0,1,1
20,CAN,701,TKM,,,,,,0,0,0,0
20,CAN,702,TAJ,,,,,,0,0,0,0
20,CAN,703,KYR,,,,,,0,0,0,0
20,CAN,704,UZB,,,,,,0,0,0,0
20,CAN,705,KZK,,,,,,1,1,1,1
20,CAN,710,CHN,0,1,1,1,1,1,1,1,1
20,CAN,712,MON,0,0,0,0,0,0,0,0,1
20,CAN,713,TAW,0,0,0,0,0,0,0,0,0
20,CAN,731,PRK,0,0,0,0,0,0,0,0,0
20,CAN,732,ROK,0,0,1,1,1,1,1,1,1
20,CAN,740,JPN,1,1,1,1,1,1,1,1,1
20,CAN,750,IND,1,1,1,1,1,1,1,1,1
20,CAN,760,BHU,0,0,0,0,0,0,0,0,0
20,CAN,770,PAK,1,1,1,1,1,1,1,1,1
20,CAN,771,BNG,,1,1,1,1,1,1,1,1
20,CAN,775,MYA,0,0,0,0,0,0,0,0,0
20,CAN,780,SRI,1,1,1,1,1,1,1,1,1
20,CAN,781,MAD,0,0,0,0,0,0,0,0,0
20,CAN,790,NEP,0,0,0,0,0,0,0,0,0
20,CAN,800,THI,1,0,1,1,1,1,1,1,1
20,CAN,811,CAM,0,0,0,0,0,1,1,1,0
20,CAN,812,LAO,0,0,0,0,0,0,0,0,0
20,CAN,816,DRV,0,,0,0,0,1,1,1,1
20,CAN,817,RVN,0,,,,,,,,
20,CAN,820,MAL,0,1,1,1,1,1,1,1,1
20,CAN,830,SIN,1,1,1,1,1,1,1,1,1
20,CAN,835,BRU,,,0,0,0,1,1,1,1
20,CAN,840,PHI,0,1,1,1,1,1,1,1,1
20,CAN,850,INS,0,1,1,1,1,1,1,1,1
20,CAN,860,ETM,,,,,,,,0,0
20,CAN,900,AUL,1,1,1,1,1,1,1,1,1
20,CAN,910,PNG,,0,0,0,0,0,0,0,0
20,CAN,920,NEW,1,1,1,1,0,1,1,1,1
20,CAN,935,VAN,,,,0,0,0,0,0,0
20,CAN,940,SOL,,,0,0,0,0,0,0,0
20,CAN,946,KIR,,,,,,0,0,0,0
20,CAN,947,TUV,,,,,,0,0,0,0
20,CAN,950,FIJ,,1,0,0,0,0,0,0,0
20,CAN,955,TON,,,,,,0,0,0,0
20,CAN,970,NAU,,,,,,0,0,0,0
20,CAN,983,MSI,,,,,0,0,0,0,0
20,CAN,986,PAL,,,,,,0,0,0,0
20,CAN,987,FSM,,,,,0,0,0,0,0
20,CAN,990,WSM,0,1,0,0,0,0,0,0,0
31,BHM,2,USA,,1,0,1,1,0,0,1,1
31,BHM,20,CAN,,0,0,0,1,0,0,1,1
31,BHM,40,CUB,,0,0,0,0,0,0,0,1
31,BHM,41,HAI,,0,0,0,0,0,0,1,1
31,BHM,42,DOM,,0,0,0,0,0,0,0,0
31,BHM,51,JAM,,0,0,0,0,0,0,0,0
31,BHM,52,TRI,,0,0,0,0,0,0,0,0
31,BHM,53,BAR,,0,0,0,0,0,0,0,0
31,BHM,54,DMA,,,0,0,0,0,0,0,0
31,BHM,55,GRN,,0,0,0,0,0,0,0,0
31,BHM,56,SLU,,,0,0,0,0,0,0,0
31,BHM,57,SVG,,,0,0,0,0,0,0,0
31,BHM,58,AAB,,,,0,0,0,0,0,0
31,BHM,60,SKN,,,,0,0,0,0,0,0
31,BHM,70,MEX,,0,0,0,0,0,0,0,0
31,BHM,80,BLZ,,,,0,0,0,0,0,0
31,BHM,90,GUA,,0,0,0,0,0,0,0,0
31,BHM,91,HON,,0,0,0,0,0,0,0,0
31,BHM,92,SAL,,0,0,0,0,0,0,0,0
31,BHM,93,NIC,,0,0,0,0,0,0,0,0
31,BHM,94,COS,,0,0,0,0,0,0,0,0
31,BHM,95,PAN,,0,0,0,0,0,0,0,0
31,BHM,100,COL,,0,0,0,0,0,0,0,0
31,BHM,101,VEN,,0,0,0,0,0,0,0,0
31,BHM,110,GUY,,0,0,0,0,0,0,0,0
31,BHM,115,SUR,,,0,0,0,0,0,0,0
31,BHM,130,ECU,,0,0,0,0,0,0,0,0
31,BHM,135,PER,,0,0,0,0,0,0,0,0
31,BHM,140,BRA,,0,0,0,0,0,0,0,0
31,BHM,145,BOL,,0,0,0,0,0,0,0,0
31,BHM,150,PAR,,0,0,0,0,0,0,0,0
31,BHM,155,CHL,,0,0,0,0,0,0,0,0
31,BHM,160,ARG,,0,0,0,0,0,0,0,0
31,BHM,165,URU,,0,0,0,0,0,0,0,0
31,BHM,200,UKG,,1,1,1,1,1,1,1,1
31,BHM,205,IRE,,0,0,0,0,0,0,0,0
31,BHM,210,NTH,,0,0,0,0,0,0,0,0
31,BHM,211,BEL,,0,0,0,0,0,0,0,0
31,BHM,212,LUX,,0,0,0,0,0,0,0,0
31,BHM,220,FRN,,0,0,0,0,0,0,0,0
31,BHM,225,SWZ,,0,0,0,0,0,0,0,0
31,BHM,230,SPN,,0,0,0,0,0,0,0,0
31,BHM,235,POR,,0,0,0,0,0,0,0,0
31,BHM,255,GMY,,,,,,0,0,0,0
31,BHM,260,GFR,,0,0,0,0,,,,
31,BHM,265,GDR,,0,0,0,0,,,,
31,BHM,290,POL,,0,0,0,0,0,0,0,0
31,BHM,305,AUS,,0,0,0,0,0,0,0,0
31,BHM,310,HUN,,0,0,0,0,0,0,0,0
31,BHM,315,CZE,,0,0,0,0,,,,
31,BHM,316,CZR,,,,,,0,0,0,0
31,BHM,317,SLO,,,,,,0,0,0,0
31,BHM,325,ITA,,0,0,0,0,0,0,0,0
31,BHM,338,MLT,,0,0,0,0,0,0,0,0
31,BHM,339,ALB,,0,0,0,0,0,0,0,0
31,BHM,341,MNG,,,,,,,,,0
31,BHM,343,MAC,,,,,,0,0,0,0
31,BHM,344,CRO,,,,,,0,0,0,0
31,BHM,345,YUG,,0,0,0,0,0,0,0,0
31,BHM,346,BOS,,,,,,0,0,0,0
31,BHM,347,KOS,,,,,,,,,0
31,BHM,349,SLV,,,,,,0,0,0,0
31,BHM,350,GRC,,0,0,0,0,0,0,0,0
31,BHM,352,CYP,,0,0,0,0,0,0,0,0
31,BHM,355,BUL,,0,0,0,0,0,0,0,0
31,BHM,359,MLD,,,,,,0,0,0,0
31,BHM,360,ROM,,0,0,0,0,0,0,0,0
31,BHM,365,RUS,,0,0,0,0,0,0,0,0
31,BHM,366,EST,,,,,,0,0,0,0
31,BHM,367,LAT,,,,,,0,0,0,0
31,BHM,368,LIT,,,,,,0,0,0,0
31,BHM,369,UKR,,,,,,0,0,0,0
31,BHM,370,BLR,,,,,,0,0,0,0
31,BHM,371,ARM,,,,,,0,0,0,0
31,BHM,372,GRG,,,,,,0,0,0,0
31,BHM,373,AZE,,,,,,0,0,0,0
31,BHM,375,FIN,,0,0,0,0,0,0,0,0
31,BHM,380,SWD,,0,0,0,0,0,0,0,0
31,BHM,385,NOR,,0,0,0,0,0,0,0,0
31,BHM,390,DEN,,0,0,0,0,0,0,0,0
31,BHM,395,ICE,,0,0,0,0,0,0,0,0
31,BHM,402,CAP,,,0,0,0,0,0,0,0
31,BHM,403,STP,,,0,0,0,0,0,0,0
31,BHM,404,GNB,,0,0,0,0,0,0,0,0
31,BHM,411,EQG,,0,0,0,0,0,0,0,0
31,BHM,420,GAM,,0,0,0,0,0,0,0,0
31,BHM,432,MLI,,0,0,0,0,0,0,0,0
31,BHM,433,SEN,,0,0,0,0,0,0,0,0
31,BHM,434,BEN,,0,0,0,0,0,0,0,0
31,BHM,435,MAA,,0,0,0,0,0,0,0,0
31,BHM,436,NIR,,0,0,0,0,0,0,0,0
31,BHM,437,CDI,,0,0,0,0,0,0,0,0
31,BHM,438,GUI,,0,0,0,0,0,0,0,0
31,BHM,439,BFO,,0,0,0,0,0,0,0,0
31,BHM,450,LBR,,0,0,0,0,0,0,0,0
31,BHM,451,SIE,,0,0,0,0,0,0,0,0
31,BHM,452,GHA,,0,0,0,0,0,0,0,0
31,BHM,461,TOG,,0,0,0,0,0,0,0,0
31,BHM,471,CAO,,0,0,0,0,0,0,0,0
31,BHM,475,NIG,,0,0,0,0,0,0,0,0
31,BHM,481,GAB,,0,0,0,0,0,0,0,0
31,BHM,482,CEN,,0,0,0,0,0,0,0,0
31,BHM,483,CHA,,0,0,0,0,0,0,0,0
31,BHM,484,CON,,0,0,0,0,0,0,0,0
